gap2-2	203	[R4:gap2-2] discogs_live_check.py prints the Discogs user token verbatim on library-half network errors — discogs_client 2.9 carries the token in the URL query and fail() echoes raw exception text
gap2-3	204	[R4:gap2-3] discogs_live_check.py resolves config.yaml from the CWD while resolving imports from the repo root — run from anywhere else it fails with the misleading 'Copy config.example.yaml' message
ops-4	205	[R4:ops-4] pi-setup-guide §8b/§8d (and the helper's own docstring) still describe the pre-S-3 "prints session key to terminal" behavior; script now writes a 0600 file
disp-1	206	[R4:disp-1] Status-strip labels are muted-on-solid-surface, brighter than the DISP-2 clamp target — WCAG 4.5:1 fails on nearly all covers (measured 3.56–4.44:1)
arch-6	207	[R4:arch-6] Renderer _spawn's done callback never retrieves task exceptions — escaping OSErrors (e.g. worn-SD stat/unlink) surface only as detached GC-time 'Task exception was never retrieved', unlike the CONC-3-fixed tracker registry
disp-2	208	[R4:disp-2] Static screens settle on the quantized lerp palette — final exact-target frame never rendered (IDLE/ERROR, and now-playing under reduced_motion)
test-1	209	[R4:test-1] run()'s chunk-dispatch (silence.process/recognizer.enqueue) is unpinned: a mutant dropping every chunk passes 948/948 — residual of the #138/TQ-7 remediation
test-2	210	[R4:test-2] Retry helper's raise branch unpinned: a re-raise mutant in _finalize_write_with_retry passes 948/948, leaving the #163 raise-as-failure contract unguarded
test-3	211	[R4:test-3] Untested Discogs database tier + _build_result cover/label branches: triple mutation (tier deleted, image preference inverted, catno filter dropped) passes 948/948
gap3-2	212	[R4:gap3-2] SEC-4's _DOWNLOAD_DEADLINE_SECONDS and PCONC-2's _RECOGNIZE_TIMEOUT_SECONDS lack MUT-9-style shipped-value pins — both mutable to 10^9 with 948/948 green (executed)
gap3-3	213	[R4:gap3-3] B-22/STAB-5 decode-path _cover_version bump (renderer.py:1490) is unpinned: mutation to `pass` survives 948/948
test-4	214	[R4:test-4] README.md:24 and architecture.md:834 document acrcloud/audd as valid recognition.backend values that config.py's CRIT-2 gate rejects at startup (config.example.yaml alone was reconciled by #93)
test-5	215	[R4:test-5] DisplayRenderer.run() (lines 519-541) has zero coverage: QUIT/ESC stop paths, dirty-reset ordering, and 30/10fps cadence all unpinned
test-6	216	[R4:test-6] testing-guide.md:104 claims whole suite runs "in well under a second"; measured 5.15s at 948 tests
arch-1	217	[R4:arch-1] Commit-path epoch invariant is ~6 hand-placed point checks with a 5-issue recurrence history; no structural guard for the new awaits v1.6/v1.7 will add
arch-2	218	[R4:arch-2] No persistence layer exists yet for v1.6/v1.7 roadmap needs, and the finalize path's latch-guard pattern is hand-mirrored twice (future third copy risk) — real but zero present runtime impact
arch-3	219	[R4:arch-3] v1.6 idle-screen pre-work: land seams first — idle-is-static invariant, an idle-time cover-fetch entry point, and an app-layer idle-content feed (no current defect)
arch-4	220	[R4:arch-4] Bounded LRU cache implemented twice (renderer._BoundedCache + hand-rolled copy in MetadataResolver), already subtly diverged on replace semantics
arch-5	221	[R4:arch-5] Three variants of one summarizing-throttle pattern hand-rolled across capture.py (plus two distinct idioms elsewhere); the -inf monotonic-seed subtlety documented twice
